TIME(1-Perth),week,hour,1-Perth,TIME(2-XIANGGANG),2-XIANGGANG,TIME(3-PALO),3-PALO,TIME(4-DUNDEE),4-DUNDEE,TIME(5-BOULDER),5-BOULDER, TIME(6-Auchterarder),6-Auchterarder, TIME(7-Kinross),7-Kinross,Time(8-Pitlochry),8-Pitlochry,Time(9-Crieff),9-Crieff,Time(10-Aberfeldy),10-Aberfeldy,Time(11-Dunkeld),11-Dunkeld,Time(12-Blairgowrie),12-Blairgowrie,13-Beijing
2019/7/11 8:00,4,8 ,8,2022/5/27 8:00,15,2020/11/11 8:00,8,2018/7/11 8:00,28,2021/8/11 8:00,4,2019/7/11 8:00,0,2019/7/11 8:00,0,2019/7/11 8:00,1,2019/7/11 8:00,1,2019/7/11 8:00,1,2019/7/11 8:00,0,2019/7/11 8:00,0,1662
2019/7/11 9:00,4,9 ,11,2022/5/27 9:00,14,2020/11/11 9:00,9,2018/7/11 9:00,28,2021/8/11 9:00,3,2019/7/11 9:00,1,2019/7/11 9:00,0,2019/7/11 9:00,2,2019/7/11 9:00,1,2019/7/11 9:00,1,2019/7/11 9:00,0,2019/7/11 9:00,0,1785
2019/7/11 10:00,4,10 ,11,2022/5/27 10:00,16,2020/11/11 10:00,9,2018/7/11 10:00,27,2021/8/11 10:00,4,2019/7/11 10:00,1,2019/7/11 10:00,2,2019/7/11 10:00,2,2019/7/11 10:00,1,2019/7/11 10:00,2,2019/7/11 10:00,0,2019/7/11 10:00,0,1808
2019/7/11 11:00,4,11 ,12,2022/5/27 11:00,15,2020/11/11 11:00,10,2018/7/11 11:00,23,2021/8/11 11:00,5,2019/7/11 11:00,0,2019/7/11 11:00,4,2019/7/11 11:00,1,2019/7/11 11:00,1,2019/7/11 11:00,2,2019/7/11 11:00,1,2019/7/11 11:00,0,1874
2019/7/11 12:00,4,12 ,13,2022/5/27 12:00,16,2020/11/11 12:00,10,2018/7/11 12:00,28,2021/8/11 12:00,5,2019/7/11 12:00,0,2019/7/11 12:00,4,2019/7/11 12:00,1,2019/7/11 12:00,2,2019/7/11 12:00,2,2019/7/11 12:00,1,2019/7/11 12:00,0,1957
2019/7/11 13:00,4,13 ,13,2022/5/27 13:00,14,2020/11/11 13:00,11,2018/7/11 13:00,28,2021/8/11 13:00,6,2019/7/11 13:00,1,2019/7/11 13:00,4,2019/7/11 13:00,2,2019/7/11 13:00,2,2019/7/11 13:00,2,2019/7/11 13:00,0,2019/7/11 13:00,0,1908
2019/7/11 14:00,4,14 ,10,2022/5/27 14:00,13,2020/11/11 14:00,12,2018/7/11 14:00,28,2021/8/11 14:00,6,2019/7/11 14:00,1,2019/7/11 14:00,2,2019/7/11 14:00,2,2019/7/11 14:00,2,2019/7/11 14:00,1,2019/7/11 14:00,1,2019/7/11 14:00,0,1822
2019/7/11 15:00,4,15 ,11,2022/5/27 15:00,14,2020/11/11 15:00,10,2018/7/11 15:00,29,2021/8/11 15:00,7,2019/7/11 15:00,1,2019/7/11 15:00,2,2019/7/11 15:00,2,2019/7/11 15:00,1,2019/7/11 15:00,1,2019/7/11 15:00,0,2019/7/11 15:00,0,1810
2019/7/11 16:00,4,16 ,12,2022/5/27 16:00,14,2020/11/11 16:00,9,2018/7/11 16:00,26,2021/8/11 16:00,5,2019/7/11 16:00,1,2019/7/11 16:00,4,2019/7/11 16:00,2,2019/7/11 16:00,1,2019/7/11 16:00,1,2019/7/11 16:00,1,2019/7/11 16:00,0,1818
2019/7/11 17:00,4,17 ,9,2022/5/27 17:00,15,2020/11/11 17:00,8,2018/7/11 17:00,25,2021/8/11 17:00,5,2019/7/11 17:00,1,2019/7/11 17:00,4,2019/7/11 17:00,1,2019/7/11 17:00,1,2019/7/11 17:00,1,2019/7/11 17:00,0,2019/7/11 17:00,0,1747
2019/7/11 18:00,4,18 ,9,2022/5/27 18:00,14,2020/11/11 18:00,9,2018/7/11 18:00,25,2021/8/11 18:00,5,2019/7/11 18:00,1,2019/7/11 18:00,4,2019/7/11 18:00,2,2019/7/11 18:00,1,2019/7/11 18:00,1,2019/7/11 18:00,1,2019/7/11 18:00,0,1551
2019/7/11 19:00,4,19 ,9,2022/5/27 19:00,14,2020/11/11 19:00,5,2018/7/11 19:00,21,2021/8/11 19:00,5,2019/7/11 19:00,1,2019/7/11 19:00,0,2019/7/11 19:00,2,2019/7/11 19:00,1,2019/7/11 19:00,1,2019/7/11 19:00,0,2019/7/11 19:00,0,1448
2019/7/11 20:00,4,20 ,6,2022/5/27 20:00,13,2020/11/11 20:00,5,2018/7/11 20:00,22,2021/8/11 20:00,6,2019/7/11 20:00,0,2019/7/11 20:00,0,2019/7/11 20:00,1,2019/7/11 20:00,1,2019/7/11 20:00,1,2019/7/11 20:00,0,2019/7/11 20:00,0,1413
2019/7/11 21:00,4,21 ,6,2022/5/27 21:00,13,2020/11/11 21:00,5,2018/7/11 21:00,21,2021/8/11 21:00,2,2019/7/11 21:00,0,2019/7/11 21:00,0,2019/7/11 21:00,1,2019/7/11 21:00,1,2019/7/11 21:00,1,2019/7/11 21:00,0,2019/7/11 21:00,0,1342
2019/7/11 22:00,4,22 ,5,2022/5/27 22:00,12,2020/11/11 22:00,3,2018/7/11 22:00,23,2021/8/11 22:00,2,2019/7/11 22:00,0,2019/7/11 22:00,0,2019/7/11 22:00,1,2019/7/11 22:00,1,2019/7/11 22:00,1,2019/7/11 22:00,0,2019/7/11 22:00,0,1250
2019/7/11 23:00,4,23 ,5,2022/5/27 23:00,9,2020/11/11 23:00,1,2018/7/11 23:00,24,2021/8/11 23:00,1,2019/7/11 23:00,0,2019/7/11 23:00,0,2019/7/11 23:00,1,2019/7/11 23:00,1,2019/7/11 23:00,1,2019/7/11 23:00,0,2019/7/11 23:00,0,1153
2019/7/12 0:00,5,0 ,5,2022/5/28 0:00,8,2020/11/12 0:00,1,2018/7/12 0:00,23,2021/8/12 0:00,1,2019/7/12 0:00,0,2019/7/12 0:00,2,2019/7/12 0:00,1,2019/7/12 0:00,1,2019/7/12 0:00,1,2019/7/12 0:00,0,2019/7/12 0:00,0,1103
2019/7/12 1:00,5,1 ,5,2022/5/28 1:00,7,2020/11/12 1:00,1,2018/7/12 1:00,22,2021/8/12 1:00,1,2019/7/12 1:00,0,2019/7/12 1:00,0,2019/7/12 1:00,1,2019/7/12 1:00,1,2019/7/12 1:00,1,2019/7/12 1:00,0,2019/7/12 1:00,0,1074
2019/7/12 2:00,5,2 ,5,2022/5/28 2:00,9,2020/11/12 2:00,1,2018/7/12 2:00,23,2021/8/12 2:00,1,2019/7/12 2:00,0,2019/7/12 2:00,0,2019/7/12 2:00,1,2019/7/12 2:00,1,2019/7/12 2:00,1,2019/7/12 2:00,0,2019/7/12 2:00,0,1044
2019/7/12 3:00,5,3 ,5,2022/5/28 3:00,8,2020/11/12 3:00,1,2018/7/12 3:00,23,2021/8/12 3:00,0,2019/7/12 3:00,0,2019/7/12 3:00,0,2019/7/12 3:00,1,2019/7/12 3:00,1,2019/7/12 3:00,1,2019/7/12 3:00,0,2019/7/12 3:00,0,1040
2019/7/12 4:00,5,4 ,5,2022/5/28 4:00,9,2020/11/12 4:00,1,2018/7/12 4:00,22,2021/8/12 4:00,0,2019/7/12 4:00,0,2019/7/12 4:00,0,2019/7/12 4:00,1,2019/7/12 4:00,1,2019/7/12 4:00,1,2019/7/12 4:00,0,2019/7/12 4:00,0,1046
2019/7/12 5:00,5,5 ,5,2022/5/28 5:00,10,2020/11/12 5:00,1,2018/7/12 5:00,23,2021/8/12 5:00,0,2019/7/12 5:00,0,2019/7/12 5:00,0,2019/7/12 5:00,1,2019/7/12 5:00,1,2019/7/12 5:00,1,2019/7/12 5:00,0,2019/7/12 5:00,0,1052
2019/7/12 6:00,5,6 ,6,2022/5/28 6:00,12,2020/11/12 6:00,2,2018/7/12 6:00,23,2021/8/12 6:00,5,2019/7/12 6:00,0,2019/7/12 6:00,0,2019/7/12 6:00,1,2019/7/12 6:00,1,2019/7/12 6:00,1,2019/7/12 6:00,0,2019/7/12 6:00,0,1104
2019/7/12 7:00,5,7 ,6,2022/5/28 7:00,9,2020/11/12 7:00,3,2018/7/12 7:00,22,2021/8/12 7:00,5,2019/7/12 7:00,0,2019/7/12 7:00,0,2019/7/12 7:00,1,2019/7/12 7:00,1,2019/7/12 7:00,1,2019/7/12 7:00,1,2019/7/12 7:00,1,1378
2019/7/12 8:00,5,8 ,9,2022/5/28 8:00,12,2020/11/12 8:00,7,2018/7/12 8:00,22,2021/8/12 8:00,6,2019/7/12 8:00,0,2019/7/12 8:00,0,2019/7/12 8:00,1,2019/7/12 8:00,1,2019/7/12 8:00,1,2019/7/12 8:00,1,2019/7/12 8:00,1,1655
2019/7/12 9:00,5,9 ,8,2022/5/28 9:00,15,2020/11/12 9:00,10,2018/7/12 9:00,23,2021/8/12 9:00,5,2019/7/12 9:00,0,2019/7/12 9:00,0,2019/7/12 9:00,1,2019/7/12 9:00,1,2019/7/12 9:00,1,2019/7/12 9:00,0,2019/7/12 9:00,1,1744
2019/7/12 10:00,5,10 ,10,2022/5/28 10:00,14,2020/11/12 10:00,13,2018/7/12 10:00,25,2021/8/12 10:00,8,2019/7/12 10:00,1,2019/7/12 10:00,2,2019/7/12 10:00,2,2019/7/12 10:00,1,2019/7/12 10:00,1,2019/7/12 10:00,0,2019/7/12 10:00,1,1794
2019/7/12 11:00,5,11 ,12,2022/5/28 11:00,16,2020/11/12 11:00,17,2018/7/12 11:00,27,2021/8/12 11:00,8,2019/7/12 11:00,1,2019/7/12 11:00,4,2019/7/12 11:00,3,2019/7/12 11:00,2,2019/7/12 11:00,1,2019/7/12 11:00,1,2019/7/12 11:00,1,1833
2019/7/12 12:00,5,12 ,14,2022/5/28 12:00,17,2020/11/12 12:00,17,2018/7/12 12:00,28,2021/8/12 12:00,7,2019/7/12 12:00,1,2019/7/12 12:00,4,2019/7/12 12:00,2,2019/7/12 12:00,2,2019/7/12 12:00,1,2019/7/12 12:00,1,2019/7/12 12:00,0,1875
2019/7/12 13:00,5,13 ,13,2022/5/28 13:00,16,2020/11/12 13:00,14,2018/7/12 13:00,25,2021/8/12 13:00,9,2019/7/12 13:00,1,2019/7/12 13:00,4,2019/7/12 13:00,1,2019/7/12 13:00,2,2019/7/12 13:00,1,2019/7/12 13:00,1,2019/7/12 13:00,0,1857
2019/7/12 14:00,5,14 ,12,2022/5/28 14:00,17,2020/11/12 14:00,12,2018/7/12 14:00,28,2021/8/12 14:00,10,2019/7/12 14:00,1,2019/7/12 14:00,4,2019/7/12 14:00,2,2019/7/12 14:00,2,2019/7/12 14:00,1,2019/7/12 14:00,0,2019/7/12 14:00,0,1784
2019/7/12 15:00,5,15 ,12,2022/5/28 15:00,15,2020/11/12 15:00,11,2018/7/12 15:00,28,2021/8/12 15:00,8,2019/7/12 15:00,0,2019/7/12 15:00,4,2019/7/12 15:00,2,2019/7/12 15:00,1,2019/7/12 15:00,1,2019/7/12 15:00,0,2019/7/12 15:00,0,1767
2019/7/12 16:00,5,16 ,8,2022/5/28 16:00,13,2020/11/12 16:00,10,2018/7/12 16:00,23,2021/8/12 16:00,7,2019/7/12 16:00,0,2019/7/12 16:00,4,2019/7/12 16:00,1,2019/7/12 16:00,1,2019/7/12 16:00,1,2019/7/12 16:00,0,2019/7/12 16:00,0,1764
2019/7/12 17:00,5,17 ,9,2022/5/28 17:00,12,2020/11/12 17:00,9,2018/7/12 17:00,25,2021/8/12 17:00,9,2019/7/12 17:00,0,2019/7/12 17:00,6,2019/7/12 17:00,2,2019/7/12 17:00,1,2019/7/12 17:00,1,2019/7/12 17:00,1,2019/7/12 17:00,0,1641
2019/7/12 18:00,5,18 ,9,2022/5/28 18:00,14,2020/11/12 18:00,8,2018/7/12 18:00,23,2021/8/12 18:00,10,2019/7/12 18:00,1,2019/7/12 18:00,4,2019/7/12 18:00,2,2019/7/12 18:00,1,2019/7/12 18:00,1,2019/7/12 18:00,1,2019/7/12 18:00,1,1423
2019/7/12 19:00,5,19 ,5,2022/5/28 19:00,12,2020/11/12 19:00,5,2018/7/12 19:00,24,2021/8/12 19:00,7,2019/7/12 19:00,1,2019/7/12 19:00,2,2019/7/12 19:00,1,2019/7/12 19:00,1,2019/7/12 19:00,1,2019/7/12 19:00,0,2019/7/12 19:00,0,1313
2019/7/12 20:00,5,20 ,7,2022/5/28 20:00,14,2020/11/12 20:00,3,2018/7/12 20:00,25,2021/8/12 20:00,5,2019/7/12 20:00,0,2019/7/12 20:00,2,2019/7/12 20:00,1,2019/7/12 20:00,1,2019/7/12 20:00,1,2019/7/12 20:00,0,2019/7/12 20:00,1,1285
2019/7/12 21:00,5,21 ,6,2022/5/28 21:00,16,2020/11/12 21:00,1,2018/7/12 21:00,24,2021/8/12 21:00,4,2019/7/12 21:00,0,2019/7/12 21:00,2,2019/7/12 21:00,1,2019/7/12 21:00,1,2019/7/12 21:00,1,2019/7/12 21:00,0,2019/7/12 21:00,1,1239
2019/7/12 22:00,5,22 ,6,2022/5/28 22:00,14,2020/11/12 22:00,1,2018/7/12 22:00,26,2021/8/12 22:00,2,2019/7/12 22:00,0,2019/7/12 22:00,4,2019/7/12 22:00,1,2019/7/12 22:00,1,2019/7/12 22:00,1,2019/7/12 22:00,0,2019/7/12 22:00,1,1142
2019/7/12 23:00,5,23 ,5,2022/5/28 23:00,13,2020/11/12 23:00,1,2018/7/12 23:00,24,2021/8/12 23:00,2,2019/7/12 23:00,0,2019/7/12 23:00,4,2019/7/12 23:00,1,2019/7/12 23:00,1,2019/7/12 23:00,1,2019/7/12 23:00,0,2019/7/12 23:00,0,1096
2019/7/13 0:00,6,0 ,6,2022/5/29 0:00,10,2020/11/13 0:00,1,2018/7/13 0:00,23,2021/8/13 0:00,2,2019/7/13 0:00,0,2019/7/13 0:00,0,2019/7/13 0:00,1,2019/7/13 0:00,1,2019/7/13 0:00,1,2019/7/13 0:00,0,2019/7/13 0:00,0,1070
2019/7/13 1:00,6,1 ,7,2022/5/29 1:00,8,2020/11/13 1:00,1,2018/7/13 1:00,24,2021/8/13 1:00,2,2019/7/13 1:00,0,2019/7/13 1:00,2,2019/7/13 1:00,1,2019/7/13 1:00,1,2019/7/13 1:00,1,2019/7/13 1:00,0,2019/7/13 1:00,0,1045
2019/7/13 2:00,6,2 ,6,2022/5/29 2:00,8,2020/11/13 2:00,1,2018/7/13 2:00,25,2021/8/13 2:00,2,2019/7/13 2:00,0,2019/7/13 2:00,2,2019/7/13 2:00,1,2019/7/13 2:00,1,2019/7/13 2:00,1,2019/7/13 2:00,0,2019/7/13 2:00,0,1024
2019/7/13 3:00,6,3 ,5,2022/5/29 3:00,7,2020/11/13 3:00,1,2018/7/13 3:00,23,2021/8/13 3:00,2,2019/7/13 3:00,0,2019/7/13 3:00,0,2019/7/13 3:00,1,2019/7/13 3:00,1,2019/7/13 3:00,1,2019/7/13 3:00,0,2019/7/13 3:00,0,1012
2019/7/13 4:00,6,4 ,6,2022/5/29 4:00,8,2020/11/13 4:00,1,2018/7/13 4:00,24,2021/8/13 4:00,2,2019/7/13 4:00,0,2019/7/13 4:00,0,2019/7/13 4:00,1,2019/7/13 4:00,1,2019/7/13 4:00,1,2019/7/13 4:00,0,2019/7/13 4:00,0,1010
2019/7/13 5:00,6,5 ,6,2022/5/29 5:00,9,2020/11/13 5:00,2,2018/7/13 5:00,23,2021/8/13 5:00,2,2019/7/13 5:00,0,2019/7/13 5:00,0,2019/7/13 5:00,1,2019/7/13 5:00,1,2019/7/13 5:00,1,2019/7/13 5:00,0,2019/7/13 5:00,1,1016
2019/7/13 6:00,6,6 ,6,2022/5/29 6:00,8,2020/11/13 6:00,2,2018/7/13 6:00,25,2021/8/13 6:00,5,2019/7/13 6:00,0,2019/7/13 6:00,2,2019/7/13 6:00,1,2019/7/13 6:00,1,2019/7/13 6:00,1,2019/7/13 6:00,0,2019/7/13 6:00,1,1030
2019/7/13 7:00,6,7 ,5,2022/5/29 7:00,9,2020/11/13 7:00,5,2018/7/13 7:00,21,2021/8/13 7:00,5,2019/7/13 7:00,0,2019/7/13 7:00,0,2019/7/13 7:00,1,2019/7/13 7:00,1,2019/7/13 7:00,2,2019/7/13 7:00,1,2019/7/13 7:00,0,1081
2019/7/13 8:00,6,8 ,5,2022/5/29 8:00,11,2020/11/13 8:00,7,2018/7/13 8:00,28,2021/8/13 8:00,5,2019/7/13 8:00,0,2019/7/13 8:00,0,2019/7/13 8:00,1,2019/7/13 8:00,1,2019/7/13 8:00,2,2019/7/13 8:00,1,2019/7/13 8:00,0,1150
2019/7/13 9:00,6,9 ,10,2022/5/29 9:00,13,2020/11/13 9:00,11,2018/7/13 9:00,29,2021/8/13 9:00,4,2019/7/13 9:00,0,2019/7/13 9:00,4,2019/7/13 9:00,1,2019/7/13 9:00,1,2019/7/13 9:00,2,2019/7/13 9:00,0,2019/7/13 9:00,0,1246
2019/7/13 10:00,6,10 ,13,2022/5/29 10:00,13,2020/11/13 10:00,12,2018/7/13 10:00,31,2021/8/13 10:00,7,2019/7/13 10:00,0,2019/7/13 10:00,4,2019/7/13 10:00,2,2019/7/13 10:00,1,2019/7/13 10:00,2,2019/7/13 10:00,1,2019/7/13 10:00,0,1312
2019/7/13 11:00,6,11 ,12,2022/5/29 11:00,17,2020/11/13 11:00,14,2018/7/13 11:00,30,2021/8/13 11:00,9,2019/7/13 11:00,1,2019/7/13 11:00,4,2019/7/13 11:00,2,2019/7/13 11:00,1,2019/7/13 11:00,1,2019/7/13 11:00,1,2019/7/13 11:00,0,1372
2019/7/13 12:00,6,12 ,9,2022/5/29 12:00,13,2020/11/13 12:00,15,2018/7/13 12:00,32,2021/8/13 12:00,8,2019/7/13 12:00,0,2019/7/13 12:00,6,2019/7/13 12:00,2,2019/7/13 12:00,1,2019/7/13 12:00,1,2019/7/13 12:00,1,2019/7/13 12:00,0,1367
2019/7/13 13:00,6,13 ,10,2022/5/29 13:00,14,2020/11/13 13:00,12,2018/7/13 13:00,37,2021/8/13 13:00,7,2019/7/13 13:00,0,2019/7/13 13:00,8,2019/7/13 13:00,3,2019/7/13 13:00,1,2019/7/13 13:00,1,2019/7/13 13:00,1,2019/7/13 13:00,0,1367
2019/7/13 14:00,6,14 ,10,2022/5/29 14:00,13,2020/11/13 14:00,15,2018/7/13 14:00,30,2021/8/13 14:00,6,2019/7/13 14:00,0,2019/7/13 14:00,8,2019/7/13 14:00,3,2019/7/13 14:00,1,2019/7/13 14:00,1,2019/7/13 14:00,1,2019/7/13 14:00,1,1401
2019/7/13 15:00,6,15 ,12,2022/5/29 15:00,15,2020/11/13 15:00,11,2018/7/13 15:00,36,2021/8/13 15:00,8,2019/7/13 15:00,1,2019/7/13 15:00,6,2019/7/13 15:00,3,2019/7/13 15:00,1,2019/7/13 15:00,1,2019/7/13 15:00,1,2019/7/13 15:00,1,1431
2019/7/13 16:00,6,16 ,11,2022/5/29 16:00,15,2020/11/13 16:00,9,2018/7/13 16:00,35,2021/8/13 16:00,9,2019/7/13 16:00,1,2019/7/13 16:00,4,2019/7/13 16:00,2,2019/7/13 16:00,1,2019/7/13 16:00,1,2019/7/13 16:00,1,2019/7/13 16:00,1,1426
2019/7/13 17:00,6,17 ,11,2022/5/29 17:00,15,2020/11/13 17:00,10,2018/7/13 17:00,35,2021/8/13 17:00,8,2019/7/13 17:00,1,2019/7/13 17:00,4,2019/7/13 17:00,1,2019/7/13 17:00,1,2019/7/13 17:00,1,2019/7/13 17:00,1,2019/7/13 17:00,1,1378
2019/7/13 18:00,6,18 ,7,2022/5/29 18:00,16,2020/11/13 18:00,9,2018/7/13 18:00,34,2021/8/13 18:00,6,2019/7/13 18:00,1,2019/7/13 18:00,2,2019/7/13 18:00,2,2019/7/13 18:00,1,2019/7/13 18:00,1,2019/7/13 18:00,1,2019/7/13 18:00,0,1294
2019/7/13 19:00,6,19 ,7,2022/5/29 19:00,17,2020/11/13 19:00,5,2018/7/13 19:00,30,2021/8/13 19:00,4,2019/7/13 19:00,0,2019/7/13 19:00,4,2019/7/13 19:00,3,2019/7/13 19:00,1,2019/7/13 19:00,1,2019/7/13 19:00,0,2019/7/13 19:00,0,1245
2019/7/13 20:00,6,20 ,5,2022/5/29 20:00,15,2020/11/13 20:00,6,2018/7/13 20:00,31,2021/8/13 20:00,3,2019/7/13 20:00,0,2019/7/13 20:00,4,2019/7/13 20:00,2,2019/7/13 20:00,1,2019/7/13 20:00,1,2019/7/13 20:00,0,2019/7/13 20:00,0,1218
2019/7/13 21:00,6,21 ,5,2022/5/29 21:00,14,2020/11/13 21:00,6,2018/7/13 21:00,30,2021/8/13 21:00,3,2019/7/13 21:00,0,2019/7/13 21:00,2,2019/7/13 21:00,2,2019/7/13 21:00,1,2019/7/13 21:00,1,2019/7/13 21:00,0,2019/7/13 21:00,1,1195
2019/7/13 22:00,6,22 ,5,2022/5/29 22:00,11,2020/11/13 22:00,2,2018/7/13 22:00,30,2021/8/13 22:00,1,2019/7/13 22:00,0,2019/7/13 22:00,2,2019/7/13 22:00,2,2019/7/13 22:00,1,2019/7/13 22:00,1,2019/7/13 22:00,0,2019/7/13 22:00,1,1194
2019/7/13 23:00,6,23 ,5,2022/5/29 23:00,14,2020/11/13 23:00,2,2018/7/13 23:00,27,2021/8/13 23:00,1,2019/7/13 23:00,0,2019/7/13 23:00,2,2019/7/13 23:00,2,2019/7/13 23:00,1,2019/7/13 23:00,1,2019/7/13 23:00,0,2019/7/13 23:00,0,1129
2019/7/14 0:00,7,0 ,5,2022/5/30 0:00,10,2020/11/14 0:00,2,2018/7/14 0:00,27,2021/8/14 0:00,1,2019/7/14 0:00,1,2019/7/14 0:00,0,2019/7/14 0:00,2,2019/7/14 0:00,1,2019/7/14 0:00,1,2019/7/14 0:00,0,2019/7/14 0:00,0,1096
2019/7/14 1:00,7,1 ,5,2022/5/30 1:00,7,2020/11/14 1:00,2,2018/7/14 1:00,28,2021/8/14 1:00,1,2019/7/14 1:00,0,2019/7/14 1:00,0,2019/7/14 1:00,2,2019/7/14 1:00,1,2019/7/14 1:00,1,2019/7/14 1:00,0,2019/7/14 1:00,0,1076
2019/7/14 2:00,7,2 ,5,2022/5/30 2:00,6,2020/11/14 2:00,2,2018/7/14 2:00,26,2021/8/14 2:00,1,2019/7/14 2:00,0,2019/7/14 2:00,0,2019/7/14 2:00,2,2019/7/14 2:00,1,2019/7/14 2:00,1,2019/7/14 2:00,0,2019/7/14 2:00,0,1058
2019/7/14 3:00,7,3 ,5,2022/5/30 3:00,6,2020/11/14 3:00,2,2018/7/14 3:00,25,2021/8/14 3:00,1,2019/7/14 3:00,0,2019/7/14 3:00,0,2019/7/14 3:00,2,2019/7/14 3:00,1,2019/7/14 3:00,1,2019/7/14 3:00,0,2019/7/14 3:00,0,1057
2019/7/14 4:00,7,4 ,5,2022/5/30 4:00,4,2020/11/14 4:00,2,2018/7/14 4:00,26,2021/8/14 4:00,1,2019/7/14 4:00,0,2019/7/14 4:00,0,2019/7/14 4:00,2,2019/7/14 4:00,1,2019/7/14 4:00,1,2019/7/14 4:00,0,2019/7/14 4:00,0,1054
2019/7/14 5:00,7,5 ,5,2022/5/30 5:00,8,2020/11/14 5:00,2,2018/7/14 5:00,24,2021/8/14 5:00,1,2019/7/14 5:00,0,2019/7/14 5:00,0,2019/7/14 5:00,2,2019/7/14 5:00,1,2019/7/14 5:00,1,2019/7/14 5:00,0,2019/7/14 5:00,0,1060
2019/7/14 6:00,7,6 ,5,2022/5/30 6:00,9,2020/11/14 6:00,2,2018/7/14 6:00,26,2021/8/14 6:00,1,2019/7/14 6:00,0,2019/7/14 6:00,0,2019/7/14 6:00,2,2019/7/14 6:00,1,2019/7/14 6:00,1,2019/7/14 6:00,0,2019/7/14 6:00,0,1078
2019/7/14 7:00,7,7 ,6,2022/5/30 7:00,11,2020/11/14 7:00,5,2018/7/14 7:00,26,2021/8/14 7:00,1,2019/7/14 7:00,0,2019/7/14 7:00,0,2019/7/14 7:00,2,2019/7/14 7:00,1,2019/7/14 7:00,1,2019/7/14 7:00,0,2019/7/14 7:00,0,1129
2019/7/14 8:00,7,8 ,7,2022/5/30 8:00,15,2020/11/14 8:00,6,2018/7/14 8:00,27,2021/8/14 8:00,3,2019/7/14 8:00,0,2019/7/14 8:00,2,2019/7/14 8:00,2,2019/7/14 8:00,1,2019/7/14 8:00,1,2019/7/14 8:00,0,2019/7/14 8:00,0,1212
2019/7/14 9:00,7,9 ,10,2022/5/30 9:00,15,2020/11/14 9:00,8,2018/7/14 9:00,25,2021/8/14 9:00,4,2019/7/14 9:00,1,2019/7/14 9:00,2,2019/7/14 9:00,2,2019/7/14 9:00,1,2019/7/14 9:00,1,2019/7/14 9:00,0,2019/7/14 9:00,0,1282
2019/7/14 10:00,7,10 ,11,2022/5/30 10:00,14,2020/11/14 10:00,7,2018/7/14 10:00,28,2021/8/14 10:00,6,2019/7/14 10:00,0,2019/7/14 10:00,6,2019/7/14 10:00,3,2019/7/14 10:00,1,2019/7/14 10:00,1,2019/7/14 10:00,0,2019/7/14 10:00,1,1341
2019/7/14 11:00,7,11 ,11,2022/5/30 11:00,14,2020/11/14 11:00,11,2018/7/14 11:00,30,2021/8/14 11:00,9,2019/7/14 11:00,0,2019/7/14 11:00,4,2019/7/14 11:00,3,2019/7/14 11:00,1,2019/7/14 11:00,1,2019/7/14 11:00,1,2019/7/14 11:00,1,1342
2019/7/14 12:00,7,12 ,9,2022/5/30 12:00,13,2020/11/14 12:00,10,2018/7/14 12:00,29,2021/8/14 12:00,9,2019/7/14 12:00,0,2019/7/14 12:00,4,2019/7/14 12:00,2,2019/7/14 12:00,1,2019/7/14 12:00,1,2019/7/14 12:00,1,2019/7/14 12:00,1,1365
2019/7/14 13:00,7,13 ,10,2022/5/30 13:00,13,2020/11/14 13:00,9,2018/7/14 13:00,33,2021/8/14 13:00,12,2019/7/14 13:00,1,2019/7/14 13:00,6,2019/7/14 13:00,2,2019/7/14 13:00,1,2019/7/14 13:00,1,2019/7/14 13:00,0,2019/7/14 13:00,0,1391
2019/7/14 14:00,7,14 ,12,2022/5/30 14:00,13,2020/11/14 14:00,10,2018/7/14 14:00,33,2021/8/14 14:00,9,2019/7/14 14:00,1,2019/7/14 14:00,6,2019/7/14 14:00,1,2019/7/14 14:00,1,2019/7/14 14:00,2,2019/7/14 14:00,0,2019/7/14 14:00,0,1383
2019/7/14 15:00,7,15 ,11,2022/5/30 15:00,13,2020/11/14 15:00,8,2018/7/14 15:00,32,2021/8/14 15:00,10,2019/7/14 15:00,1,2019/7/14 15:00,6,2019/7/14 15:00,1,2019/7/14 15:00,1,2019/7/14 15:00,2,2019/7/14 15:00,0,2019/7/14 15:00,1,1385
2019/7/14 16:00,7,16 ,10,2022/5/30 16:00,14,2020/11/14 16:00,8,2018/7/14 16:00,30,2021/8/14 16:00,6,2019/7/14 16:00,1,2019/7/14 16:00,4,2019/7/14 16:00,1,2019/7/14 16:00,1,2019/7/14 16:00,1,2019/7/14 16:00,0,2019/7/14 16:00,1,1395
2019/7/14 17:00,7,17 ,9,2022/5/30 17:00,14,2020/11/14 17:00,8,2018/7/14 17:00,31,2021/8/14 17:00,4,2019/7/14 17:00,1,2019/7/14 17:00,2,2019/7/14 17:00,1,2019/7/14 17:00,1,2019/7/14 17:00,1,2019/7/14 17:00,0,2019/7/14 17:00,1,1323
2019/7/14 18:00,7,18 ,8,2022/5/30 18:00,14,2020/11/14 18:00,8,2018/7/14 18:00,31,2021/8/14 18:00,6,2019/7/14 18:00,1,2019/7/14 18:00,4,2019/7/14 18:00,2,2019/7/14 18:00,1,2019/7/14 18:00,1,2019/7/14 18:00,0,2019/7/14 18:00,1,1231
